blank,BU Family,Business Unit,Business Unit 1,Business Unit 2,Business Unit 3,Business Unit 4,Business Unit 5,Company,Customer,Date,Month,Product,Product Family,Quarter,Type,Year,Densificator,Incomes,Number of Records,Path,Returns,Sales in seleted currency,Sales M.CHF,Sales M.RUB,Sales M.USD,SOM Competitors,SOM Market,SOM Roche,SOM Roche Onco,SOM Roche SP,zero
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust23,12/06/2019 00:00:00,6,Prd17,FAM6,2,Sale,2019,0,5.48,1,0,,5.48,5.48,324.613,4.936936937,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,03/06/2019 00:00:00,6,Prd17,FAM6,2,Sale,2019,1,3.002,1,1,,3.002,3.002,177.831,2.704504505,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,08/06/2019 00:00:00,6,Prd17,FAM6,2,Sale,2019,0,3.002,1,0,,3.002,3.002,177.831,2.704504505,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,03/06/2019 00:00:00,6,Prd17,FAM6,2,Sale,2019,1,8.958,1,1,,8.958,8.958,530.671,8.07027027,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust5,02/06/2019 00:00:00,6,Prd17,FAM6,2,Sale,2019,0,0.953,1,0,,0.953,0.953,56.454,0.858558559,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust7,02/06/2019 00:00:00,6,Prd17,FAM6,2,Sale,2019,0,0.476,1,0,,0.476,0.476,28.227,0.428828829,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,03/06/2019 00:00:00,6,Prd18,FAM7,2,Sale,2019,1,2.299,1,1,,2.299,2.299,136.21,2.071171171,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,26/06/2019 00:00:00,6,Prd19,FAM7,2,Sale,2019,0,2.877,1,0,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,26/06/2019 00:00:00,6,Prd20,FAM7,2,Sale,2019,0,3.613,1,0,,3.613,3.613,214.047,3.254954955,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,25/06/2019 00:00:00,6,Prd19,FAM7,2,Sale,2019,1,5.754,1,1,,5.754,5.754,340.886,5.183783784,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,17/06/2019 00:00:00,6,Prd20,FAM7,2,Sale,2019,1,3.613,1,1,,3.613,3.613,214.047,3.254954955,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,02/06/2019 00:00:00,6,Prd18,FAM7,2,Sale,2019,0,2.299,1,0,,2.299,2.299,136.21,2.071171171,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,02/06/2019 00:00:00,6,Prd19,FAM7,2,Sale,2019,0,2.877,1,0,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,03/06/2019 00:00:00,6,Prd19,FAM7,2,Sale,2019,1,2.877,1,1,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,20/06/2019 00:00:00,6,Prd19,FAM7,2,Sale,2019,0,2.877,1,0,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,02/06/2019 00:00:00,6,Prd20,FAM7,2,Sale,2019,0,3.613,1,0,,3.613,3.613,214.047,3.254954955,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,03/07/2019 00:00:00,7,Prd38,FAM13,3,Sale,2019,1,2.035,1,1,,2.035,2.035,120.568,1.833333333,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,11/07/2019 00:00:00,7,Prd39,FAM13,3,Sale,2019,1,2.134,1,1,,2.134,2.134,126.428,1.922522523,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust17,05/07/2019 00:00:00,7,Prd37,FAM13,3,Sale,2019,1,3.256,1,1,,3.256,3.256,192.908,2.933333333,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,03/07/2019 00:00:00,7,Prd47,FAM19,3,Sale,2019,1,8.332,1,1,,8.332,8.332,493.601,7.506306306,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,16/07/2019 00:00:00,7,Prd47,FAM19,3,Sale,2019,0,10.833,1,0,,10.833,10.833,641.752,9.759459459,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,05/07/2019 00:00:00,7,Prd47,FAM19,3,Sale,2019,1,0.593,1,1,,0.593,0.593,35.107,0.534234234,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,11/07/2019 00:00:00,7,Prd47,FAM19,3,Sale,2019,1,5.926,1,1,,5.926,5.926,351.068,5.338738739,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,29/07/2019 00:00:00,7,Prd47,FAM19,3,Sale,2019,1,35.558,1,1,,35.558,35.558,2106.406,32.03423423,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust4,08/07/2019 00:00:00,7,Prd47,FAM19,3,Sale,2019,0,4.777,1,0,,4.777,4.777,282.961,4.303603604,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,11/07/2019 00:00:00,7,Prd48,FAM20,3,Sale,2019,1,154.061,1,1,,154.061,154.061,9126.382,138.7936937,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,03/07/2019 00:00:00,7,Prd53,FAM22,3,Sale,2019,1,2.242,1,1,,2.242,2.242,132.839,2.01981982,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,06/07/2019 00:00:00,7,Prd53,FAM22,3,Sale,2019,0,5.045,1,0,,5.045,5.045,298.887,4.545045045,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,11/07/2019 00:00:00,7,Prd53,FAM22,3,Sale,2019,1,20.462,1,1,,20.462,20.462,1212.152,18.43423423,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,16/07/2019 00:00:00,7,Prd53,FAM22,3,Sale,2019,0,2.242,1,0,,2.242,2.242,132.839,2.01981982,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust17,05/07/2019 00:00:00,7,Prd53,FAM22,3,Sale,2019,1,2.803,1,1,,2.803,2.803,166.048,2.525225225,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,22/07/2019 00:00:00,7,Prd53,FAM22,3,Sale,2019,0,15.697,1,0,,15.697,15.697,929.87,14.14144144,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust4,08/07/2019 00:00:00,7,Prd53,FAM22,3,Sale,2019,0,1.121,1,0,,1.121,1.121,66.419,1.00990991,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust7,08/07/2019 00:00:00,7,Prd53,FAM22,3,Sale,2019,0,1.121,1,0,,1.121,1.121,66.419,1.00990991,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust9,24/07/2019 00:00:00,7,Prd53,FAM22,3,Sale,2019,0,1.121,1,0,,1.121,1.121,66.419,1.00990991,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,06/07/2019 00:00:00,7,Prd11,FAM3,3,Sale,2019,0,6.636,1,0,,6.636,6.636,393.095,5.978378378,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,26/07/2019 00:00:00,7,Prd11,FAM3,3,Sale,2019,0,1.78,1,0,,1.78,1.78,105.465,1.603603604,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,06/07/2019 00:00:00,7,Prd12,FAM3,3,Sale,2019,0,1.366,1,0,,1.366,1.366,80.939,1.230630631,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust6,17/07/2019 00:00:00,7,Prd11,FAM3,3,Sale,2019,1,0.647,1,1,,0.647,0.647,38.351,0.582882883,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust7,08/07/2019 00:00:00,7,Prd11,FAM3,3,Sale,2019,0,0.809,1,0,,0.809,0.809,47.938,0.728828829,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust9,24/07/2019 00:00:00,7,Prd12,FAM3,3,Sale,2019,0,0.195,1,0,,0.195,0.195,11.563,0.175675676,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust5,19/07/2019 00:00:00,7,Prd14,FAM4,3,Sale,2019,1,0.03,1,1,,0.03,0.03,1.777,0.027027027,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust5,30/07/2019 00:00:00,7,Prd14,FAM4,3,Sale,2019,0,203.372,1,0,,203.372,203.372,12047.481,183.218018,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust10,16/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,0.238,1,0,,0.238,0.238,14.114,0.214414414,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust10,18/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,0.715,1,0,,0.715,0.715,42.341,0.644144144,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,03/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,1,29.162,1,1,,29.162,29.162,1727.504,26.27207207,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,16/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,83.387,1,0,,83.387,83.387,4939.758,75.12342342,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,18/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,8.482,1,0,,8.482,8.482,502.444,7.641441441,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,26/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,1.692,1,0,,1.692,1.692,100.207,1.524324324,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust17,23/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,1,11.912,1,1,,11.912,11.912,705.68,10.73153153,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust23,06/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,0.453,1,0,,0.453,0.453,26.816,0.408108108,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust23,26/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,25.374,1,0,,25.374,25.374,1503.098,22.85945946,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust28,17/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,1,2.382,1,1,,2.382,2.382,141.136,2.145945946,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,22/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,0.476,1,0,,0.476,0.476,28.227,0.428828829,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,25/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,1,3.002,1,1,,3.002,3.002,177.831,2.704504505,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,08/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,9.006,1,0,,9.006,9.006,533.494,8.113513514,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust5,24/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,3.574,1,0,,3.574,3.574,211.704,3.21981982,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust7,08/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,0.953,1,0,,0.953,0.953,56.454,0.858558559,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust9,24/07/2019 00:00:00,7,Prd17,FAM6,3,Sale,2019,0,0.334,1,0,,0.334,0.334,19.759,0.300900901,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,05/07/2019 00:00:00,7,Prd19,FAM7,3,Sale,2019,1,2.877,1,1,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,22/07/2019 00:00:00,7,Prd19,FAM7,3,Sale,2019,0,2.877,1,0,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,22/07/2019 00:00:00,7,Prd20,FAM7,3,Sale,2019,0,3.613,1,0,,3.613,3.613,214.047,3.254954955,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,15/07/2019 00:00:00,7,Prd19,FAM7,3,Sale,2019,1,5.754,1,1,,5.754,5.754,340.886,5.183783784,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,25/07/2019 00:00:00,7,Prd19,FAM7,3,Sale,2019,1,2.877,1,1,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,29/07/2019 00:00:00,7,Prd19,FAM7,3,Sale,2019,1,2.877,1,1,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,15/07/2019 00:00:00,7,Prd20,FAM7,3,Sale,2019,1,3.613,1,1,,3.613,3.613,214.047,3.254954955,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,22/07/2019 00:00:00,7,Prd20,FAM7,3,Sale,2019,0,3.613,1,0,,3.613,3.613,214.047,3.254954955,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,25/07/2019 00:00:00,7,Prd20,FAM7,3,Sale,2019,1,3.613,1,1,,3.613,3.613,214.047,3.254954955,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,17/07/2019 00:00:00,7,Prd19,FAM7,3,Sale,2019,1,2.877,1,1,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,24/07/2019 00:00:00,7,Prd20,FAM7,3,Sale,2019,0,3.613,1,0,,3.613,3.613,214.047,3.254954955,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust5,19/07/2019 00:00:00,7,Prd19,FAM7,3,Sale,2019,1,0.037,1,1,,0.037,0.037,2.219,0.033333333,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust9,24/07/2019 00:00:00,7,Prd20,FAM7,3,Sale,2019,0,3.726,1,0,,3.726,3.726,220.736,3.356756757,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust17,10/08/2019 00:00:00,8,Prd37,FAM13,3,Sale,2019,0,16.282,1,0,,16.282,16.282,964.54,14.66846847,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust4,02/08/2019 00:00:00,8,Prd37,FAM13,3,Sale,2019,0,1.303,1,0,,1.303,1.303,77.163,1.173873874,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust1,21/08/2019 00:00:00,8,Prd41,FAM15,3,Sale,2019,1,4380.509,1,1,,4380.509,4380.509,259495.369,3946.404505,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust1,31/08/2019 00:00:00,8,Prd41,FAM15,3,Sale,2019,1,392.646,1,1,,392.646,392.646,23259.843,353.7351351,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,14/08/2019 00:00:00,8,Prd47,FAM19,3,Sale,2019,0,2.608,1,0,,2.608,2.608,154.47,2.34954955,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust17,08/08/2019 00:00:00,8,Prd47,FAM19,3,Sale,2019,0,1.185,1,0,,1.185,1.185,70.214,1.067567568,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,08/08/2019 00:00:00,8,Prd47,FAM19,3,Sale,2019,0,3.556,1,0,,3.556,3.556,210.641,3.203603604,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust4,02/08/2019 00:00:00,8,Prd47,FAM19,3,Sale,2019,0,0.474,1,0,,0.474,0.474,28.085,0.427027027,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust26,10/08/2019 00:00:00,8,Prd48,FAM20,3,Sale,2019,0,30.031,1,0,,30.031,30.031,1779.022,27.05495496,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust17,08/08/2019 00:00:00,8,Prd53,FAM22,3,Sale,2019,0,2.242,1,0,,2.242,2.242,132.839,2.01981982,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust17,19/08/2019 00:00:00,8,Prd53,FAM22,3,Sale,2019,1,2.803,1,1,,2.803,2.803,166.048,2.525225225,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust17,27/08/2019 00:00:00,8,Prd53,FAM22,3,Sale,2019,1,5.606,1,1,,5.606,5.606,332.097,5.05045045,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust23,02/08/2019 00:00:00,8,Prd53,FAM22,3,Sale,2019,0,1.121,1,0,,1.121,1.121,66.419,1.00990991,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust23,16/08/2019 00:00:00,8,Prd53,FAM22,3,Sale,2019,0,4.485,1,0,,4.485,4.485,265.677,4.040540541,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,21/08/2019 00:00:00,8,Prd53,FAM22,3,Sale,2019,1,7.849,1,1,,7.849,7.849,464.935,7.071171171,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,29/08/2019 00:00:00,8,Prd53,FAM22,3,Sale,2019,1,1.121,1,1,,1.121,1.121,66.419,1.00990991,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust4,21/08/2019 00:00:00,8,Prd53,FAM22,3,Sale,2019,1,2.242,1,1,,2.242,2.242,132.839,2.01981982,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust7,28/08/2019 00:00:00,8,Prd53,FAM22,3,Sale,2019,0,3.364,1,0,,3.364,3.364,199.258,3.030630631,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust10,13/08/2019 00:00:00,8,Prd17,FAM6,3,Sale,2019,1,1.477,1,1,,1.477,1.477,87.504,1.330630631,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,21/08/2019 00:00:00,8,Prd17,FAM6,3,Sale,2019,1,12.603,1,1,,12.603,12.603,746.609,11.35405405,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,08/08/2019 00:00:00,8,Prd17,FAM6,3,Sale,2019,0,9.006,1,0,,9.006,9.006,533.494,8.113513514,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust28,08/08/2019 00:00:00,8,Prd17,FAM6,3,Sale,2019,0,4.169,1,0,,4.169,4.169,246.988,3.755855856,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,14/08/2019 00:00:00,8,Prd17,FAM6,3,Sale,2019,0,12.008,1,0,,12.008,12.008,711.325,10.81801802,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,21/08/2019 00:00:00,8,Prd20,FAM7,3,Sale,2019,1,0.113,1,1,,0.113,0.113,6.689,0.101801802,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,19/08/2019 00:00:00,8,Prd19,FAM7,3,Sale,2019,1,2.877,1,1,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust27,08/08/2019 00:00:00,8,Prd20,FAM7,3,Sale,2019,0,3.416,1,0,,3.416,3.416,202.341,3.077477477,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust3,14/08/2019 00:00:00,8,Prd19,FAM7,3,Sale,2019,0,2.877,1,0,,2.877,2.877,170.443,2.591891892,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,10/09/2019 00:00:00,9,Prd37,FAM13,3,Sale,2019,0,33.542,1,0,,33.542,33.542,1986.953,30.21801802,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,10/09/2019 00:00:00,9,Prd39,FAM13,3,Sale,2019,0,8.893,1,0,,8.893,8.893,526.784,8.011711712,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,04/09/2019 00:00:00,9,Prd39,FAM13,3,Sale,2019,0,8.537,1,0,,8.537,8.537,505.713,7.690990991,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust7,10/09/2019 00:00:00,9,Prd37,FAM13,3,Sale,2019,0,0.488,1,0,,0.488,0.488,28.936,0.43963964,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,07/09/2019 00:00:00,9,Prd47,FAM19,3,Sale,2019,1,47.411,1,1,,47.411,47.411,2808.542,42.71261261,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust29,10/09/2019 00:00:00,9,Prd48,FAM20,3,Sale,2019,0,30.272,1,0,,30.272,30.272,1793.254,27.27207207,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust31,10/09/2019 00:00:00,9,Prd48,FAM20,3,Sale,2019,0,3.303,1,0,,3.303,3.303,195.692,2.975675676,,,,,,0
,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Speciality Business,Roche SB,Roche,Cust12,10/09/2019 00:00:00,9,Prd53,FAM22,3,Sale,2019,0,1.121,1,0,,1.121,1.121,66.419,1.00990991,,,,,,0
